name,domain,dataset_year,age,source,reference,reference_key,problem_type,num_rows,max_train_rows,num_cols,num_cols_after_preprocessing,missing_value_fraction,num_classes,minority_class_pct,num_numerical_cols,num_categorical_cols,num_datetime_cols,num_text_cols,num_binary_cols,num_numerical_non_binary_cols,num_categorical_non_binary_cols,num_datetime_non_binary_cols,num_text_non_binary_cols,max_categorical_cardinality,mean_categorical_cardinality,median_categorical_cardinality,num_high_cardinality_cats,categorical_non_binary_cardinalities,text_char_mean,text_char_median,text_char_max,text_char_num_high,num_repeats,num_folds,time_horizon,time_horizon_unit,task_type,time_on,group_on,stratify_on,group_time_on,group_labels,uri
santander_customer_satisfaction,business & marketing,2016,10,Kaggle,"@misc{Jimenez2016SantanderCustomerSatisfaction,
  author = {Soraya Jimenez and Will Cukierski},
  title  = {Santander Customer Satisfaction},
  year   = {2016},
  howpublished = {\url{https://kaggle.com/competitions/santander-customer-satisfaction}},
  note   = {Kaggle competition}
}
",Jimenez2016SantanderCustomerSatisfaction,binary_classification,71080,47387,307,307,4.903407455745602e-06,2.0,3.81541924592009,307,0,0,0,85,222,0,0,0,,,,0,[],,,,,3,3,,,random,,,TARGET,,,santander_customer_satisfaction/019d7370-56f7-7b35-ba45-c77b1e3c531b
santander_customer_transaction_prediction,finance,2019,7,Kaggle,"@misc{Piedra2019SantanderCustomerTransactionPrediction,
  author = {Mercedes Piedra and Sohier Dane and Soraya Jimenez},
  title  = {Santander Customer Transaction Prediction},
  year   = {2019},
  howpublished = {\url{https://kaggle.com/competitions/santander-customer-transaction-prediction}},
  note   = {Kaggle competition}
}
",Piedra2019SantanderCustomerTransactionPrediction,binary_classification,200000,133334,600,600,0.0,2.0,10.049,200,400,0,0,200,200,200,0,0,4.0,3.0,3.0,0,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",,,,,3,3,,,random,,,target,,,santander_customer_transaction_prediction/019d7373-33b4-7002-948b-c14d1fffe341
santander_transaction_value,finance,2018,8,Kaggle,"@misc{McDonald2018SantanderValuePredictionChallenge,
  author = {Mark McDonald and Mercedes Piedra and Sohier Dane and Soraya Jimenez},
  title  = {Santander Value Prediction Challenge},
  year   = {2018},
  howpublished = {\url{https://kaggle.com/competitions/santander-value-prediction-challenge}},
  note   = {Kaggle competition}
}
",McDonald2018SantanderValuePredictionChallenge,regression,4447,2965,540,540,0.416789512696866,,,540,0,0,0,0,540,0,0,0,,,,0,[],,,,,3,3,,,random,,,,,,santander_transaction_value/019d7373-d139-7c8f-be3e-579006c05fad
sepsis_survival_minimal_clinical_records,medical & healthcare,2020,6,UCI,"""@article{chicco2020survival,
  title={Survival prediction of patients with sepsis from age, sex, and septic episode number alone},
  author={Chicco, Davide and Jurman, Giuseppe},
  journal={Scientific reports},
  volume={10},
  number={1},
  pages={17156},
  year={2020},
  publisher={Nature Publishing Group UK London}
}""
",hicco2020survival,binary_classification,110204,73470,3,3,0.0,2.0,7.354542484846285,2,1,0,0,1,2,0,0,0,2.0,2.0,2.0,0,[],,,,,3,3,,,random,,,sepsis_outcome_after9pt5_days_in_hospital,,,sepsis_survival_minimal_clinical_records/019d7373-e475-7208-bd58-accca4615b01
south_africa_coronary_heart_disease,medical & healthcare,1983,43,Kaggle,"@article{rossouw1983coronary,
  title={Coronary risk factor screening in three rural communities. The CORIS baseline study.},
  author={Rossouw, JE and Du Plessis, JP and Benad{\'e}, AJ and Jordaan, PC and Kotze, JP and Jooste, PL and Ferreira, JJ},
  journal={South African medical journal= Suid-Afrikaanse tydskrif vir geneeskunde},
  volume={64},
  number={12},
  pages={430--436},
  year={1983}
}
",rossouw1983coronary,binary_classification,462,308,9,9,0.0,2.0,34.63203463203463,8,1,0,0,1,8,0,0,0,2.0,2.0,2.0,0,[],,,,,20,3,,,random,,,chd,,,south_africa_coronary_heart_disease/019d7373-f750-7ecd-8cda-f16d5d36be62
student_portuguese_performance,education,2008,18,UCI,"@article{silva2008using,
  title={Using data mining to predict secondary school student performance},
  author={Silva, Alice},
  year={2008}
}
",silva2008using,regression,649,433,30,30,0.0,,,13,17,0,0,13,13,4,0,0,5.0,2.5294117647058822,2.0,0,"[5, 5, 4, 3]",,,,,20,3,,,random,,,,,,student_portuguese_performance/019d7374-09f4-79ea-a27f-1ad571967f90
thyroid_discordant,medical & healthcare,1986,40,UCI,"@article{quinlan1987simplifying,
  title={Simplifying decision trees},
  author={Quinlan, J. Ross},
  journal={International journal of man-machine studies},
  volume={27},
  number={3},
  pages={221--234},
  year={1987},
  publisher={Elsevier}
}
",quinlan1987simplifying,binary_classification,3711,2474,26,26,0.02063511804821425,2.0,1.5629210455402855,6,20,0,0,20,6,0,0,0,2.0,2.0,2.0,0,[],,,,,10,3,,,random,,,discordant,,,thyroid_discordant/019d7374-1c19-79e6-986d-2afd2c16101e
tour_travels_churn,business & marketing,2021,5,Kaggle,"@misc{Tejashvi2023TourTravelsCustomerChurnPrediction,
  author = {Tejashvi},
  title  = {Tour & Travels Customer Churn Prediction},
  year   = {2023},
  howpublished = {\url{https://www.kaggle.com/datasets/tejashvi14/tour-travels-customer-churn-prediction}},
  note   = {Kaggle dataset}
}
",Tejashvi2023TourTravelsCustomerChurnPrediction,binary_classification,954,636,6,6,0.0,2.0,23.48008385744235,2,4,0,0,2,2,2,0,0,3.0,2.5,2.5,0,"[3, 3]",,,,,10,3,,,random,,,Target,,,tour_travels_churn/019d7374-2df2-7b85-94a6-3ec9d1796737
wids_diabetes_mellitus,medical & healthcare,2021,5,Kaggle,"@misc{Matthys2021WiDSDatathon2021,
  author = {Karen Matthys and Meredith Lee and Neha Goel and Sharada Kalanidhi and Valerie and Vani M.},
  title  = {WiDS Datathon 2021},
  year   = {2021},
  howpublished = {\url{https://kaggle.com/competitions/widsdatathon2021}},
  note   = {Kaggle competition}
}
",Matthys2021WiDSDatathon2021,binary_classification,127358,84906,181,243,0.32905862701035293,2.0,21.637431492328712,151,28,0,2,21,151,7,0,2,328.0,21.821428571428573,2.0,2,"[204, 6, 15, 5, 328, 3, 8]",5.597422469941369,5.0,7.0,0.0,3,3,,,random,,,diabetes_mellitus,,,wids_diabetes_mellitus/019d7374-50ba-7416-9d10-a526040930ee
wine_world_cost,business & marketing,2023,3,Kaggle,"@misc{Rustamov2023WineDataset,
  author = {Elvin Rustamov},
  title  = {Wine Dataset},
  year   = {2023},
  howpublished = {\url{https://www.kaggle.com/datasets/elvinrustam/wine-dataset}},
  note   = {Kaggle dataset}
}
",Rustamov2023WineDataset,regression,1279,853,14,262,0.10476935105551212,,,3,3,0,8,0,3,3,0,8,16.0,8.666666666666666,6.0,0,"[4, 6, 16]",95.91899116689912,17.0,1328.0,1288.0,10,3,,,random,,,,,,wine_world_cost/019d7374-6961-7fb3-9ca1-2e20e35fbbb0
iranian_churn,business & marketing,2011,15,UCI,"@article{keramati2011churn,
  title={Churn analysis for an Iranian mobile operator},
  author={Keramati, Abbas and Ardabili, Seyed MS},
  journal={Telecommunications Policy},
  volume={35},
  number={4},
  pages={344--356},
  year={2011},
  publisher={Elsevier}
}
",keramati2011churn,binary_classification,2850,1900,13,13,0.0,2.0,15.649122807017545,10,3,0,0,3,10,0,0,0,2.0,2.0,2.0,0,[],,,,,10,3,,,random,,,Churn,,,iranian_churn/019d7374-7b3c-7eed-940f-e8ac3c68e2f4
obesity_estimation,medical & healthcare,2019,7,UCI,"@article{palechor2019dataset,
    title={Dataset for estimation of obesity levels based on eating habits and physical condition in individuals from Colombia, Peru and Mexico},
    author={Palechor, Fabio Mendoza and De la Hoz Manotas, Alexis},
    journal={Data in brief},
    volume={25},
    pages={104344},
    year={2019},
    publisher={Elsevier}
}
",palechor2019dataset,regression,498,332,14,14,0.0,,,1,13,0,0,5,1,8,0,0,5.0,3.0,3.0,0,"[3, 3, 4, 3, 4, 3, 4, 5]",,,,,20,3,,,random,,,,,,obesity_estimation/019d7374-8d75-752a-aca4-1f311044d316
immoscout_german_house_prices,business & marketing,2019,7,Kaggle,"@misc{OpenML43342Dataset,
  author = {{OpenML}},
  title  = {ImmoScout24 OpenML Dataset 43342},
  year   = {2023},
  howpublished = {\url{https://www.openml.org/d/43342}},
  note   = {OpenML dataset}
}
@misc{Shritech2019GermanHousingPricePrediction,
  author = {shritech1404},
  title  = {German Housing Price Prediction},
  year   = {2019},
  howpublished = {\url{https://www.kaggle.com/code/shritech1404/german-housing-price-prediction}},
  note   = {Kaggle notebook}
}
","Shritech2019GermanHousingPricePrediction,OpenML43342Dataset",regression,10317,6878,23,147,0.18782844692803352,,,11,8,0,4,1,11,7,0,4,13.0,7.375,8.0,0,"[11, 4, 10, 13, 3, 9, 7]",11.579809552523805,11.0,43.0,0.0,3,3,,,random,,,,,,immoscout_german_house_prices/019d7374-a0e4-7646-b11b-f762fe9b693b
biogeographical_ancestry_prediction,biology & life sciences,2025,1,GitHub,"@article{heinzel2025advancing,
  title={Advancing biogeographical ancestry predictions through machine learning},
  author={Heinzel, Carola Sophia and Purucker, Lennart and Hutter, Frank and Pfaffelhuber, Peter},
  journal={Forensic Science International: Genetics},
  volume={79},
  pages={103290},
  year={2025},
  publisher={Elsevier}
}
@article{ruiz2023development,
  title={Development and evaluations of the ancestry informative markers of the VISAGE Enhanced Tool for Appearance and Ancestry},
  author={Ruiz-Ram{\'\i}rez, Jorge and de La Puente, M and Xavier, Catarina and Ambroa-Conde, Adri{\'a}n and {\'A}lvarez-Dios, J and Freire-Aradas, A and Mosquera-Miguel, Ana and Ralf, Arwin and Amory, Christina and Katsara, Maria Alexandra and others},
  journal={Forensic Science International: Genetics},
  volume={64},
  pages={102853},
  year={2023},
  publisher={Elsevier}
}
@article{xavier2020development,
  title={Development and validation of the VISAGE AmpliSeq basic tool to predict appearance and ancestry from DNA},
  author={Xavier, Catarina and de la Puente, Maria and Mosquera-Miguel, Ana and Freire-Aradas, Ana and Kalamara, Vivian and Vidaki, Athina and Gross, Theresa E and Revoir, Andrew and Po{\'s}piech, Ewelina and Kartasi{\'n}ska, Ewa and others},
  journal={Forensic Science International: Genetics},
  volume={48},
  pages={102336},
  year={2020},
  publisher={Elsevier}
}
","heinzel2025advancing,ruiz2023development,xavier2020development",multiclass_classification,635,424,104,104,0.0,10.0,3.622047244094488,0,104,0,0,10,0,94,0,0,7.0,3.826923076923077,3.0,0,"[3, 3, 6, 3, 3, 3, 6, 3, 3, 4, 3, 3, 7, 3, 4, 3, 3, 3, 6, 7, 3, 3, 3, 3, 3, 3, 4, 7, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 6, 6, 3, 6, 6, 3, 3, 7, 3, 3, 3, 4, 3, 3, 3, 3, 3, 7, 7, 7, 3, 3, 6, 3, 4, 3, 7, 6, 4, 3, 3, 7, 6, 3, 3, 3, 5, 3, 6, 3, 4, 6, 4, 4, 6, 3, 6, 3, 4, 4, 3, 3, 3, 6, 4]",,,,,20,3,,,random,,,Population,,,biogeographical_ancestry_prediction/019d7374-b899-714c-9372-37a48f580b0f
homeq_default_prediction,business & marketing,2016,10,Other,"@book{baesens2016credit,
  title={Credit risk analytics: Measurement techniques, applications, and examples in SAS},
  author={Baesens, Bart and Roesch, Daniel and Scheule, Harald},
  year={2016},
  publisher={John Wiley \& Sons}
}
",baesens2016credit,binary_classification,5708,3806,12,12,0.06087946741415557,2.0,19.989488437281008,10,2,0,0,1,10,1,0,0,6.0,4.0,4.0,0,[6],,,,,3,3,,,random,,,DefaultStatus,,,homeq_default_prediction/019d7374-cab8-700e-97f3-9c55ea980153
lung_cancer,medical & healthcare,2001,25,Other,"@article{bhattacharjee2001classification,
  title={Classification of human lung carcinomas by mRNA expression profiling reveals distinct adenocarcinoma subclasses},
  author={Bhattacharjee, Arindam and Richards, William G and Staunton, Jane and Li, Cheng and Monti, Stefano and Vasa, Priya and Ladd, Christine and Beheshti, Javad and Bueno, Raphael and Gillette, Michael and others},
  journal={Proceedings of the National Academy of Sciences},
  volume={98},
  number={24},
  pages={13790--13795},
  year={2001},
  publisher={The National Academy of Sciences}
}
",bhattacharjee2001classification,multiclass_classification,197,132,12600,12600,0.0,4.0,8.629441624365482,12600,0,0,0,0,12600,0,0,0,,,,0,[],,,,,20,3,,,random,,,CancerType,,,lung_cancer/019d7375-0c48-7822-8f4e-5e071cbcabe5
clock_protein_toxicity,biology & life sciences,2021,5,UCI,"@article{gul2021structure,
  title={Structure-based design and classifications of small molecules regulating the circadian rhythm period},
  author={Gul, Seref and Rahim, Fatih and Isin, Safak and Yilmaz, Fatma and Ozturk, Nuri and Turkay, Metin and Kavakli, Ibrahim Halil},
  journal={Scientific reports},
  volume={11},
  number={1},
  pages={18510},
  year={2021},
  publisher={Nature Publishing Group UK London}
}
",gul2021structure,binary_classification,171,114,1117,1117,0.0,2.0,32.748538011695906,1117,0,0,0,28,1089,0,0,0,,,,0,[],,,,,20,3,,,random,,,Toxic,,,clock_protein_toxicity/019d7375-2841-7bfb-a6da-5adfdcd43d98
prostate_cancer_detection,medical & healthcare,2002,24,Other,"@article{petricoin2002serum,
  title={Serum proteomic patterns for detection of prostate cancer},
  author={Petricoin III, Emanuel F and Ornstein, David K and Paweletz, Cloud P and Ardekani, Ali and Hackett, Paul S and Hitt, Ben A and Velassco, Alfredo and Trucco, Christian and Wiegand, Laura and Wood, Kamillah and others},
  journal={Journal of the National Cancer Institute},
  volume={94},
  number={20},
  pages={1576--1578},
  year={2002},
  publisher={Oxford University Press}
}
",petricoin2002serum,binary_classification,322,215,15154,15154,0.0,2.0,21.428571428571427,15154,0,0,0,0,15154,0,0,0,,,,0,[],,,,,20,3,,,random,,,ProstateCancer,,,prostate_cancer_detection/019d7375-de7b-7b43-8340-ea47165661d3
lung_cancer_epithelial_genexp,medical & healthcare,2006,20,GOV Website,"@article{spira2007airway,
  title={Airway epithelial gene expression in the diagnostic evaluation of smokers with suspect lung cancer},
  author={Spira, Avrum and Beane, Jennifer E and Shah, Vishal and Steiling, Katrina and Liu, Gang and Schembri, Frank and Gilman, Sean and Dumas, Yves-Martine and Calner, Paul and Sebastiani, Paola and others},
  journal={Nature medicine},
  volume={13},
  number={3},
  pages={361--366},
  year={2007},
  publisher={Nature Publishing Group US New York}
}
",spira2007airway,binary_classification,187,125,22215,22215,0.0,2.0,48.1283422459893,22215,0,0,0,0,22215,0,0,0,,,,0,[],,,,,20,3,,,random,,,DiagnosedCancer,,,lung_cancer_epithelial_genexp/019d7376-82a5-76cc-b1ce-92dc200f3173
acquire_valued_shoppers_challenge,business & marketing,2014,12,Kaggle,"@misc{DMDave2014AcquireValuedShoppersChallenge,
  author = {DMDave and Todd B and Will Cukierski},
  title  = {Acquire Valued Shoppers Challenge},
  year   = {2014},
  howpublished = {\url{https://kaggle.com/competitions/acquire-valued-shoppers-challenge}},
  note   = {Kaggle competition}
}
",DMDave2014AcquireValuedShoppersChallenge,binary_classification,160057,140701,111,120,0.0,2.0,27.13908170214361,104,6,1,0,6,104,0,1,0,2.0,2.0,2.0,0,[],,,,,5,1,5,days,temporal,offerdate,,target,,,acquire_valued_shoppers_challenge/019d7376-a3c5-7df7-88c0-ba4e87c3dfa0
climate_model_weather_forecasting_1m,environmental science & climate,2024,2,Kaggle,"@inproceedings{rubachev2025tabred,
  title={TabReD: Analyzing Pitfalls and Filling the Gaps in Tabular Deep Learning Benchmarks},
  author={Rubachev, Ivan and Kartashev, Nikolay and Gorishniy, Yury and Babenko, Artem},
  booktitle={The Thirteenth International Conference on Learning Representations},
  year={2025},
}
",rubachev2025tabred,regression,1250000,1000000,100,109,0.00793796,,,95,4,1,0,3,95,1,1,0,1862.0,467.0,2.0,1,[1862],,,,,1,1,7,days,temporal,fact_time,,,,,climate_model_weather_forecasting/versions/019d7379-7906-707e-95e9-f479afb2e2c1
cooking_time_1m,industry & manufacturing,2024,2,Kaggle,"@inproceedings{rubachev2025tabred,
  title={TabReD: Analyzing Pitfalls and Filling the Gaps in Tabular Deep Learning Benchmarks},
  author={Rubachev, Ivan and Kartashev, Nikolay and Gorishniy, Yury and Babenko, Artem},
  booktitle={The Thirteenth International Conference on Learning Representations},
  year={2025},
}
",rubachev2025tabred,regression,1250000,1000000,196,205,0.08051920816326531,,,186,9,1,0,3,186,6,1,0,47817.0,16036.333333333334,9796.0,5,"[47817, 17423, 9796, 36226, 3, 33056]",,,,,1,1,7,days,temporal,timestamp,,,,,cooking_time/versions/019d737d-b4b1-7c24-8930-70a2c242b3f9
delivery_eta_1m,industry & manufacturing,2024,2,Kaggle,"@inproceedings{rubachev2025tabred,
  title={TabReD: Analyzing Pitfalls and Filling the Gaps in Tabular Deep Learning Benchmarks},
  author={Rubachev, Ivan and Kartashev, Nikolay and Gorishniy, Yury and Babenko, Artem},
  booktitle={The Thirteenth International Conference on Learning Representations},
  year={2025},
}
",rubachev2025tabred,regression,1250000,1000000,225,234,0.1718779022222222,,,221,3,1,0,2,220,2,1,0,523.0,337.6666666666667,488.0,2,"[488, 523]",,,,,1,1,7,days,temporal,timestamp,,,,,delivery_eta/versions/019d7382-df54-7dd3-8198-0567d7499858
home_credit_default_stability_1m,finance,2024,2,Kaggle,"@misc{Herman2024HomeCreditCreditRiskModelStability,
  author = {Daniel Herman and Tomas Jelinek and Walter Reade and Maggie Demkin and Addison Howard},
  title  = {Home Credit - Credit Risk Model Stability},
  year   = {2024},
  howpublished = {\url{https://kaggle.com/competitions/home-credit-credit-risk-model-stability}},
  note   = {Kaggle competition}
}
",Herman2024HomeCreditCreditRiskModelStability,binary_classification,1224927,1000000,711,720,0.3280449295513402,2.0,3.1033686089048573,597,113,1,0,36,577,97,1,0,3514.0,261.32142857142856,9.0,26,"[3, 3, 3, 44, 214, 73, 44, 187, 18, 14, 11, 223, 5, 5, 6, 6, 3, 62, 73, 6, 3, 3, 395, 943, 6, 6, 5, 5, 3, 3, 9, 9, 3087, 1670, 17, 18, 11, 14, 10, 11, 3, 11, 22, 294, 46, 55, 189, 10, 11, 128, 266, 9, 175, 3, 19, 18, 21, 8, 6, 586, 944, 3427, 3510, 6, 6, 3, 24, 19, 223, 21, 3281, 5, 6, 8, 9, 3, 3, 606, 958, 3426, 3514, 10, 10, 3, 7, 6, 3, 5, 3, 7, 11, 15, 8, 15, 5, 8, 9]",,,,,1,1,5,months,temporal,date_decision,,target,,,home_credit_default_stability/versions/019d7383-f45a-72f7-ac99-09447cf6d41f
kick,business & marketing,2011,15,Kaggle,"@misc{DontGetKicked,
    author = {faysal and Will Adams and Will Cukierski},
    title = {Don't Get Kicked!},
    year = {2011},
    howpublished = {\url{https://kaggle.com/competitions/DontGetKicked}},
    note = {Kaggle}
}
",DontGetKicked,binary_classification,72983,68012,32,41,0.0638860248276996,2.0,12.298754504473644,14,17,1,0,3,13,15,1,0,1063.0,141.76470588235293,12.0,5,"[3, 33, 1063, 134, 863, 16, 3, 4, 3, 4, 12, 4, 74, 153, 37]",,,,,9,1,28,days,temporal,PurchDate,,IsBadBuy,,,kick/019d744f-147d-721e-affc-94b58645c0ad
mercedes_benz_greener_manufacturing,industry & manufacturing,2017,9,Kaggle,"@misc{Novy2017MercedesBenzGreenerManufacturing,
  author = {Alexander Novy and CH1Mercedes and Christian Drescher and Christian Pfaundler and KOESIM and Will Cukierski},
  title  = {Mercedes-Benz Greener Manufacturing},
  year   = {2017},
  howpublished = {\url{https://kaggle.com/competitions/mercedes-benz-greener-manufacturing}},
  note   = {Kaggle competition}
}
",Novy2017MercedesBenzGreenerManufacturing,regression,4204,3884,371,371,0.0,,,1,370,0,0,356,1,14,0,0,47.0,2.272972972972973,2.0,0,"[47, 27, 44]",,,,,9,1,320,steps,temporal,time_index,,,,,mercedes_benz_greener_manufacturing/019d7384-bae5-71ab-ab7c-361f23e277dc
sberbank_housing_market_forecasting,business & marketing,2017,9,Kaggle,"@misc{Herman2024HomeCreditCreditRiskModelStability,
  author = {Daniel Herman and Tomas Jelinek and Walter Reade and Maggie Demkin and Addison Howard},
  title  = {Home Credit - Credit Risk Model Stability},
  year   = {2024},
  howpublished = {\url{https://kaggle.com/competitions/home-credit-credit-risk-model-stability}},
  note   = {Kaggle competition}
}
",Herman2024HomeCreditCreditRiskModelStability,regression,27195,24386,386,395,0.0404360371791904,,,362,23,1,0,22,353,10,1,0,145.0,25.130434782608695,2.0,4,"[6, 4, 145, 132, 132, 48, 58, 8, 14, 5]",,,,,5,1,6,months,temporal,timestamp,,,,,sberbank_housing_market_forecasting/019d9279-a91a-73ac-a221-72a6aab17df0
maps_router_eta_1m,industry & manufacturing,2024,2,Kaggle,"@inproceedings{rubachev2025tabred,
  title={TabReD: Analyzing Pitfalls and Filling the Gaps in Tabular Deep Learning Benchmarks},
  author={Rubachev, Ivan and Kartashev, Nikolay and Gorishniy, Yury and Babenko, Artem},
  booktitle={The Thirteenth International Conference on Learning Representations},
  year={2025},
}
",rubachev2025tabred,regression,1250000,1000000,988,997,0.046503566801619434,,,985,2,1,0,0,985,2,1,0,64.0,64.0,64.0,2,"[64, 64]",,,,,1,1,7,days,temporal,timestamp,,,,,maps_router_eta/versions/019d7407-606f-7147-b041-c7d0a3847c71
hotel_booking_demand,business & marketing,2019,7,Other,"@article{antonio2019hotel,
  title={Hotel booking demand datasets},
  author={Antonio, Nuno and de Almeida, Ana and Nunes, Luis},
  journal={Data in brief},
  volume={22},
  pages={41--49},
  year={2019},
  publisher={Elsevier}
}
",antonio2019hotel,binary_classification,81418,63372,31,49,0.00013470905617288403,2.0,29.07465179689995,17,12,2,0,2,16,11,2,0,326.0,72.91666666666667,8.0,3,"[12, 5, 172, 8, 5, 8, 10, 3, 320, 326, 4]",,,,,9,1,1,months,temporal,arrival_date,,IsCanceled,,,hotel_booking_demand/019db498-7402-74ea-a334-69938355ae2c
ghanas_indigenous_intel,environmental science & climate,2025,1,Zindi,"@misc{zindi_ghana_indigenous_intel_2025,
    author       = {{Zindi}},
    title        = {Ghana's Indigenous Intel Challenge [BEGINNERS ONLY]: Data},
    year         = {2025},
    howpublished = {\url{https://zindi.africa/competitions/ghana-indigenous-intel-challenge/data}},
    note         = {Zindi dataset page. Accessed 2026-04-11}
}
",zindi_ghana_indigenous_intel_2025,multiclass_classification,10928,9933,10,19,0.29157210834553443,4.0,2.1961932650073206,3,6,1,0,1,2,6,1,0,43.0,21.666666666666668,19.0,0,"[43, 38, 3, 10, 28, 8]",,,,,6,1,3,days,temporal,prediction_time,,rainfall,,,ghanas_indigenous_intel/019dd375-4259-77c1-a177-5acc1f4d0134
ieee_fraud_detection,finance,2019,7,Kaggle,"@misc{ieee-fraud-detection,
    author = {Addison Howard and Bernadette Bouchon-Meunier and IEEE CIS and inversion and John Lei and Lynn@Vesta and Marcus2010 and Prof. Hussein Abbass},
    title = {IEEE-CIS Fraud Detection},
    year = {2019},
    howpublished = {\url{https://kaggle.com/competitions/ieee-fraud-detection}},
    note = {Kaggle}
}
",ieee-fraud-detection,binary_classification,590540,417559,435,444,0.45006736090755045,2.0,3.499000914417313,384,50,1,0,25,377,32,1,0,306173.0,6507.62,4.5,20,"[5, 13553, 500, 114, 4, 119, 4, 332, 74, 59, 60, 3, 54, 25, 3, 104, 18, 522, 394, 490, 25, 3, 12, 341, 95, 75, 130, 4, 260, 4, 1786, 306173]",,,,,3,1,1,months,temporal,Transaction_date,,isFraud,,,ieee_fraud_detection/019db516-2f8e-7e50-a8c4-f1c57754f52c
anes_voting_2026,social science,2026,0,Other,"@misc{anes2026timeseries,
    author       = {{American National Election Studies}},
    title        = {{ANES Time Series Cumulative Data File [dataset and documentation]}},
    year         = {2026},
    month        = feb,
    note         = {February 5, 2026 version},
    howpublished = {\url{https://www.electionstudies.org}}
}
",anes2026timeseries,binary_classification,48587,43633,318,318,0.5773751112087984,2.0,22.036758803795255,27,291,0,0,1,27,290,0,0,399.0,44.06185567010309,8.0,46,"[8, 6, 5, 9, 5, 96, 5, 4, 4, 6, 7, 8, 6, 6, 3, 9, 5, 9, 8, 145, 4, 4, 9, 5, 6, 5, 6, 6, 8, 9, 4, 4, 8, 9, 7, 7, 17, 7, 125, 72, 15, 6, 5, 5, 243, 8, 7, 4, 5, 5, 3, 7, 7, 12, 12, 7, 7, 12, 12, 22, 22, 19, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 4, 4, 4, 4, 4, 246, 14, 264, 12, 218, 10, 167, 9, 122, 9, 4, 314, 14, 311, 12, 253, 12, 181, 11, 115, 9, 4, 289, 14, 284, 12, 237, 12, 161, 9, 100, 9, 4, 316, 14, 311, 12, 252, 11, 193, 12, 144, 10, 7, 7, 12, 12, 7, 7, 12, 12, 22, 22, 19, 4, 6, 4, 334, 14, 323, 12, 286, 11, 233, 12, 188, 11, 4, 367, 14, 359, 12, 308, 12, 224, 12, 161, 11, 4, 334, 14, 327, 12, 296, 11, 220, 11, 161, 11, 4, 399, 14, 370, 12, 334, 11, 247, 12, 212, 11, 6, 4, 9, 9, 10, 10, 5, 5, 9, 5, 4, 92, 8, 6, 5, 4, 10, 10, 9, 5, 5, 10, 10, 10, 10, 10, 10, 10, 10, 8, 4, 5, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 4, 4, 5, 5, 6, 5, 7, 4, 5, 7, 5, 7, 5, 5, 5, 5, 9, 6, 6, 5, 6, 5, 7, 14, 14, 4, 7, 8, 5, 6, 5, 5, 7, 7, 7, 7, 6, 6, 4, 4, 4, 7, 3, 3, 3, 6, 6, 4, 5, 9, 9, 9, 9, 5, 5, 5, 4, 6, 4, 4, 4]",,,,,9,1,1,years,temporal,VCF0004,,,,,anes_voting_2026/019db4ba-6124-7a56-a0b5-9df8811adc2f
rossmann_store_sales,business & marketing,2015,11,Kaggle,"@misc{kaggle_rossmann_store_sales,
    title        = {Rossmann Store Sales},
    author       = {{Kaggle}},
    howpublished = {\url{https://www.kaggle.com/competitions/rossmann-store-sales/overview}},
    note         = {Kaggle competition page. Accessed: 2026-03-19},
    year         = {2015}
}
",kaggle_rossmann_store_sales,regression,844392,802996,15,24,0.14285189817051797,,,8,6,1,0,3,5,6,1,0,1115.0,189.33333333333334,4.0,1,"[1115, 7, 4, 4, 3, 3]",,,,,3,1,,,temporal,Date,,,,,rossmann_store_sales/019db4fb-6d9e-7c15-b8cb-1bf97ea88782
